result,table,_time,_value,DeviceID,MeterModel,_field,_measurement
_result,3,2025-07-22 12:52:21,50850.08594,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:23,50826.03516,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:25,49920.25781,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:27,50767.91797,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:29,50893.95703,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:31,50817.57813,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:33,50620.16016,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:35,50662.45703,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:37,50662.45703,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:39,50547.49609,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:41,50667.39844,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:43,50835.21094,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:45,50574.28906,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:47,50755.23047,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:49,50619.69531,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:51,50950.31641,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:53,50719.10938,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:55,50788.09766,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:57,50890.86719,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:52:59,50959.88281,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:01,51001.57813,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:03,50224.36719,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:05,49961.84375,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:07,50188.69922,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:09,50115.98047,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:11,50049.58203,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:13,50049.58203,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:15,50604.25391,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:17,50035.92578,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:19,50215.49219,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:21,50714.26172,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:23,50309.44141,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:25,50570.42969,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:27,50298.92969,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:29,50727.12891,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:31,49952.63672,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:33,49842.51953,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:35,49978.02734,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:37,49874.28125,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:39,49922.92969,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:41,50531.26172,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:43,50223.13672,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:45,50399.84766,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:47,50121.75,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:49,50121.75,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:51,50741.08984,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:53,51170.85547,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:55,51092.19922,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:57,51818.48828,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:53:59,51413.28125,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:01,50809.46094,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:03,50326.21875,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:05,50375.25391,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:07,50782.27344,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:09,50524.47656,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:11,50324.92188,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:13,49803.0625,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:15,49729.58594,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:17,50055.5625,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:19,49867.39453,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:21,49981.10156,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:23,49956.00391,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:25,49765.01563,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:27,49765.01563,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:29,49854.48047,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:31,49762.55469,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:33,49486.97656,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:35,49779.84375,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:37,50724.17969,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:39,50297.49219,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:41,50483.09766,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:43,50271.33984,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:45,50395.09375,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:47,50734.89453,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:49,50401.44141,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:51,50454.45703,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:53,50215.76172,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:55,50146.24609,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:57,50046.59766,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:54:59,49771.36719,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:01,50101.35938,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:03,50101.35938,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:05,49304.70313,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:07,49054.26172,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:09,49467.80469,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:11,49099.89844,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:13,49266.55078,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:15,49448.76172,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:17,49231.63281,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:19,49310.38281,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:21,49424.07422,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:23,49093.71094,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:25,49176.78125,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:27,49008.53906,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:29,48923.30469,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:31,49126.66406,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:33,49076.53906,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:35,49592.35938,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:37,49568.83984,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:39,49568.83984,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:41,49632.27344,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:43,50020.77344,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:45,60494.53906,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:47,62614.09766,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:49,63187.20313,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:51,62810.94531,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:53,63568.85156,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:55,61636.07031,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:57,61062.02734,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:55:59,50226.22266,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:01,49037.74219,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:03,50270.54688,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:05,50368.59375,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:07,50321.77344,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:09,50199.44531,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:11,50184.97266,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:13,65728.35938,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:15,75162.34375,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:17,75162.34375,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:19,73016.34375,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:21,72858.82813,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:23,72610.6875,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:25,62237.53516,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:27,60676.15625,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:29,60690.23828,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:31,50063.49609,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:33,50276.99219,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:35,50097.14453,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:37,50002.80078,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:39,63110.96094,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:41,62367.94141,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:43,62536.17188,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:45,62566.08594,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:47,62844.36328,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:49,62725.92578,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:51,62989.01563,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:53,61824.94141,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:55,61824.94141,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:57,60456.33203,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:56:59,59646.91797,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:01,49459.43359,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:03,49343.91797,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:05,49309.22266,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:07,49351.37891,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:09,50064.18359,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:11,49940.19531,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:13,50072.35938,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:15,50025.82422,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:17,50137.19141,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:19,50206.66016,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:21,50178.04688,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:23,49871.35938,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:25,49947.44531,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:27,49877.07422,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:29,49680.3125,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:31,49680.3125,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:33,49699.09766,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:35,49805.50781,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:37,49268.02734,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:39,49588.13281,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:41,49373.30469,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:43,49517.91797,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:45,49818.62891,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:47,49666.58594,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:49,49663.66406,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:51,49602.94531,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:53,49495.54688,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:55,50096.82422,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:57,49928.66406,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:57:59,49956.13672,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:01,66773.27344,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:03,66773.27344,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:05,63776.07813,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:07,63958.41406,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:09,64829.22266,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:11,64164.48047,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:13,64240.71484,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:15,64461.60938,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:17,62386.24609,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:19,62594.85156,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:21,52357.55469,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:23,52573.80078,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:25,52354.19531,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:27,52291.875,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:29,52179.66016,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:31,52258.53125,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:33,52149.25391,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:35,52149.25391,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:37,52736.96094,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:39,52489.02734,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:41,52833.19141,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:43,52713.62109,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:45,53525.16016,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:47,53644.78125,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:49,54384.41406,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:51,54184.32813,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:53,54800.33984,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:55,54638.71875,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:57,54303.69922,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:58:59,54377.1875,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:01,54216.16016,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:03,53792.00391,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:05,53792.00391,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:07,53515.92969,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:09,54459.71484,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:11,54104.45703,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:13,54281.75781,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:15,53601.00391,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:17,52863.17188,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:19,52700.14063,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:21,52165.67969,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:23,51434.30078,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:25,49952.71875,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:27,50994.16797,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:29,51365.25781,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:31,51112.98047,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:33,63442.03516,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:35,63212.80859,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:37,74646.80469,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:39,74646.80469,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:41,76967.53125,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:43,74235.40625,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:45,74965.45313,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:47,67386.6875,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:49,60703.70703,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:51,61082.14453,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:53,55504.71094,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:55,50284.17188,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:57,50217.52734,E3510,PM8000,Apparent_Power_A,Babel
_result,3,2025-07-22 12:59:59,50307.45313,E3510,PM8000,Apparent_Power_A,Babel
_result,4,2025-07-22 11:45:01,43142.39844,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:03,43844.37891,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:05,43483.93359,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:07,43573.10938,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:09,43572.08203,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:11,43712.11328,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:13,43712.11328,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:15,43738.15625,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:17,43775.16016,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:19,43804.03125,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:21,43942.24609,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:23,44143.05469,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:25,44177.82031,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:27,44936.52734,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:29,44779.71484,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:31,44765.06641,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:33,45754.42188,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:35,45950.73828,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:37,45651.34375,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:39,46440.31641,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:41,46390.57813,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:43,46619.74609,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:45,46625.21484,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:47,46933.82422,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:49,46932.69531,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:51,46932.69531,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:53,46525.49609,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:55,45680.96875,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:57,45358.91016,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:45:59,45334.66406,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:01,45430.61719,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:03,45129.00391,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:05,44411.76563,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:07,44331.12891,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:09,44607.91797,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:11,44726.82422,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:13,44004.51953,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:15,44036.33984,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:17,44733.03906,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:19,45143.40625,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:21,45508.14063,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:23,46175.26953,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:25,45735.99219,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:27,46897.16406,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:29,46897.16406,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:31,46883.72266,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:33,47300.05859,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:35,46728.08594,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:37,46444.25391,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:39,46764.46875,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:41,46184.33203,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:43,46456.02734,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:45,46160.67969,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:47,46013.50391,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:49,46033.07031,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:51,46113.51953,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:53,45278.05859,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:55,45596.4375,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:57,45517.58203,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:46:59,45749.26953,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:47:01,45587.53125,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:47:03,45450.86719,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:47:05,46346.23047,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:47:07,46346.23047,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:47:09,46954.03906,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:47:11,46410.09375,E3510,PM8000,Apparent_Power_B,Babel
_result,4,2025-07-22 11:47:13,46504.24609,E3510,PM8000,Apparent_Power_B,Babel
